#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1881,06/07/2022 13:53:00,22.95,28.46,,,,
1882,06/07/2022 13:53:10,22.95,28.07,,,,
1883,06/07/2022 13:53:20,22.91,28.07,,,,
1884,06/07/2022 13:53:30,22.99,27.68,,,,
1885,06/07/2022 13:53:40,22.91,27.68,,,,
1886,06/07/2022 13:53:50,22.91,27.30,,,,
1887,06/07/2022 13:54:00,22.95,26.91,,,,
1888,06/07/2022 13:54:10,22.95,26.91,,,,
1889,06/07/2022 13:54:20,22.95,26.52,,,,
1890,06/07/2022 13:54:30,22.91,26.13,,,,
1891,06/07/2022 13:54:40,22.95,26.13,,,,
1892,06/07/2022 13:54:50,22.99,26.47,,,,
1893,06/07/2022 13:55:00,22.99,26.08,,,,
1894,06/07/2022 13:55:10,22.99,25.69,,,,
1895,06/07/2022 13:55:20,22.95,25.69,,,,
1896,06/07/2022 13:55:30,22.99,25.30,,,,
1897,06/07/2022 13:55:40,22.91,25.30,,,,
1898,06/07/2022 13:55:50,22.95,24.53,,,,
1899,06/07/2022 13:56:00,22.99,24.91,,,,
1900,06/07/2022 13:56:10,22.99,24.14,,,,
1901,06/07/2022 13:56:20,22.99,23.75,,,,
1902,06/07/2022 13:56:30,22.99,24.14,,,,
1903,06/07/2022 13:56:40,23.03,23.75,,,,
1904,06/07/2022 13:56:50,23.03,24.53,,,,
1905,06/07/2022 13:57:00,23.03,24.91,,,,
1906,06/07/2022 13:57:10,23.03,24.91,,,,
1907,06/07/2022 13:57:20,23.03,25.69,,,,
1908,06/07/2022 13:57:30,22.99,26.08,,,,
1909,06/07/2022 13:57:40,23.03,26.47,,,,
1910,06/07/2022 13:57:50,23.08,26.13,,,,
1911,06/07/2022 13:58:00,23.08,26.52,,,,
1912,06/07/2022 13:58:10,23.08,26.52,,,,
1913,06/07/2022 13:58:20,23.08,26.52,,,,
1914,06/07/2022 13:58:30,23.08,26.91,,,,
1915,06/07/2022 13:58:40,23.03,26.91,,,,
1916,06/07/2022 13:58:50,23.03,26.91,,,,
1917,06/07/2022 13:59:00,23.12,27.30,,,,
1918,06/07/2022 13:59:10,23.12,27.30,,,,
1919,06/07/2022 13:59:20,23.12,27.68,,,,
1920,06/07/2022 13:59:30,23.12,513.28,,,,
1921,06/07/2022 13:59:40,23.16,375.68,,,,
1922,06/07/2022 13:59:50,23.16,313.76,,,,
1923,06/07/2022 14:00:00,23.08,623.20,,,,
1924,06/07/2022 14:00:10,23.08,890.56,,,,
1925,06/07/2022 14:00:20,23.03,1089.60,,,,
1926,06/07/2022 14:00:30,23.03,22.22,,,,
1927,06/07/2022 14:00:40,22.99,22.97,,,,
1928,06/07/2022 14:00:50,22.95,23.38,,,,
1929,06/07/2022 14:01:00,22.95,30.40,,,,
1930,06/07/2022 14:01:10,22.95,42.16,,,,
1931,06/07/2022 14:01:20,22.95,3.88,,,,
1932,06/07/2022 14:01:30,22.95,4.27,,,,
1933,06/07/2022 14:01:40,22.91,10.32,,,,
1934,06/07/2022 14:01:50,22.91,8.54,,,,
1935,06/07/2022 14:02:00,22.91,5.44,,,,
1936,06/07/2022 14:02:10,22.91,2.91,,,,
1937,06/07/2022 14:02:20,22.91,4.08,,,,
1938,06/07/2022 14:02:30,22.91,1.94,,,,
1939,06/07/2022 14:02:40,22.91,1.55,,,,
1940,06/07/2022 14:02:50,22.86,1.36,,,,
1941,06/07/2022 14:03:00,22.86,1.55,,,,
1942,06/07/2022 14:03:10,22.91,1.55,,,,
1943,06/07/2022 14:03:20,22.86,0.97,,,,
1944,06/07/2022 14:03:30,22.86,1.74,,,,
1945,06/07/2022 14:03:40,22.91,4.66,,,,
1946,06/07/2022 14:03:50,22.91,5.05,,,,
1947,06/07/2022 14:04:00,22.82,7.38,,,,
1948,06/07/2022 14:04:10,22.86,7.38,,,,
1949,06/07/2022 14:04:20,22.86,7.57,,,,
1950,06/07/2022 14:04:30,22.86,7.38,,,,
1951,06/07/2022 14:04:40,22.91,6.80,,,,
1952,06/07/2022 14:04:50,22.86,6.02,,,,
1953,06/07/2022 14:05:00,22.86,5.63,,,,
1954,06/07/2022 14:05:10,22.91,2.91,,,,
1955,06/07/2022 14:05:20,22.91,2.13,,,,
1956,06/07/2022 14:05:30,22.86,2.13,,,,
1957,06/07/2022 14:05:40,22.91,3.30,,,,
1958,06/07/2022 14:05:50,22.86,5.82,,,,
1959,06/07/2022 14:06:00,22.86,7.38,,,,
1960,06/07/2022 14:06:10,22.86,7.57,,,,
1961,06/07/2022 14:06:20,22.82,8.74,,,,
1962,06/07/2022 14:06:30,22.86,9.32,,,,
1963,06/07/2022 14:06:40,22.82,7.77,,,,
1964,06/07/2022 14:06:50,22.86,3.49,,,,
1965,06/07/2022 14:07:00,22.91,1.94,,,,
1966,06/07/2022 14:07:10,22.86,2.13,,,,
1967,06/07/2022 14:07:20,22.86,2.52,,,,
1968,06/07/2022 14:07:30,22.82,2.72,,,,
1969,06/07/2022 14:07:40,22.86,3.30,,,,
1970,06/07/2022 14:07:50,22.86,4.46,,,,
1971,06/07/2022 14:08:00,22.86,6.02,,,,
1972,06/07/2022 14:08:10,22.86,4.85,,,,
1973,06/07/2022 14:08:20,22.86,4.66,,,,
1974,06/07/2022 14:08:30,22.86,0.97,,,,
1975,06/07/2022 14:08:40,22.82,0.58,,,,
1976,06/07/2022 14:08:50,22.82,1.16,,,,
1977,06/07/2022 14:09:00,22.86,1.74,,,,
1978,06/07/2022 14:09:10,22.86,0.97,,,,
1979,06/07/2022 14:09:20,22.82,0.77,,,,
1980,06/07/2022 14:09:30,22.86,0.77,,,,
1981,06/07/2022 14:09:40,22.82,0.58,,,,
1982,06/07/2022 14:09:50,22.82,0.77,,,,
1983,06/07/2022 14:10:00,22.82,0.58,,,,
1984,06/07/2022 14:10:10,22.86,0.58,,,,
1985,06/07/2022 14:10:20,22.78,0.58,,,,
1986,06/07/2022 14:10:30,22.86,0.58,,,,
1987,06/07/2022 14:10:40,22.78,1.55,,,,
1988,06/07/2022 14:10:50,22.82,0.58,,,,
1989,06/07/2022 14:11:00,22.86,0.77,,,,
1990,06/07/2022 14:11:10,22.86,0.38,,,,
1991,06/07/2022 14:11:20,22.82,0.58,,,,
1992,06/07/2022 14:11:30,22.86,1.36,,,,
1993,06/07/2022 14:11:40,22.86,0.58,,,,
1994,06/07/2022 14:11:50,22.86,1.55,,,,
1995,06/07/2022 14:12:00,22.82,1.16,,,,
1996,06/07/2022 14:12:10,22.82,1.36,,,,
1997,06/07/2022 14:12:20,22.86,1.16,,,,
1998,06/07/2022 14:12:30,22.82,1.36,,,,
1999,06/07/2022 14:12:40,22.86,1.74,,,,
2000,06/07/2022 14:12:50,22.86,1.16,,,,
2001,06/07/2022 14:13:00,22.82,1.36,,,,
2002,06/07/2022 14:13:10,22.86,1.36,,,,
2003,06/07/2022 14:13:20,22.86,1.36,,,,
2004,06/07/2022 14:13:30,22.86,1.94,,,,
2005,06/07/2022 14:13:40,22.91,5.63,,,,
2006,06/07/2022 14:13:50,22.86,1.55,,,,
2007,06/07/2022 14:14:00,22.86,1.36,,,,
2008,06/07/2022 14:14:10,22.86,2.33,,,,
2009,06/07/2022 14:14:20,22.91,3.88,,,,
2010,06/07/2022 14:14:30,22.91,1.55,,,,
2011,06/07/2022 14:14:40,22.95,1.16,,,,
2012,06/07/2022 14:14:50,22.91,0.97,,,,
2013,06/07/2022 14:15:00,22.91,1.55,,,,
2014,06/07/2022 14:15:10,22.95,1.94,,,,
2015,06/07/2022 14:15:20,22.95,6.80,,,,
2016,06/07/2022 14:15:30,22.95,6.41,,,,
2017,06/07/2022 14:15:40,22.95,5.44,,,,
2018,06/07/2022 14:15:50,22.99,4.27,,,,
2019,06/07/2022 14:16:00,22.99,2.72,,,,
2020,06/07/2022 14:16:10,22.99,1.55,,,,
2021,06/07/2022 14:16:20,23.03,1.55,,,,
2022,06/07/2022 14:16:30,22.99,1.16,,,,
2023,06/07/2022 14:16:40,23.03,1.74,,,,
2024,06/07/2022 14:16:50,23.03,2.13,,,,
2025,06/07/2022 14:17:00,23.08,2.72,,,,
2026,06/07/2022 14:17:10,23.08,1.36,,,,
2027,06/07/2022 14:17:20,23.08,1.36,,,,
2028,06/07/2022 14:17:30,23.08,1.94,,,,
2029,06/07/2022 14:17:40,23.03,1.36,,,,
2030,06/07/2022 14:17:50,23.08,2.13,,,,
2031,06/07/2022 14:18:00,23.08,2.72,,,,
2032,06/07/2022 14:18:10,23.12,1.55,,,,
2033,06/07/2022 14:18:20,23.12,1.55,,,,
2034,06/07/2022 14:18:30,23.12,1.16,,,,
2035,06/07/2022 14:18:40,23.16,1.36,,,,
2036,06/07/2022 14:18:50,23.21,1.36,,,,
2037,06/07/2022 14:19:00,23.21,1.55,,,,
2038,06/07/2022 14:19:10,23.21,1.74,,,,
2039,06/07/2022 14:19:20,23.25,1.94,,,,
2040,06/07/2022 14:19:30,23.21,2.13,,,,
2041,06/07/2022 14:19:40,23.21,2.13,,,,
2042,06/07/2022 14:19:50,23.21,1.94,,,,
2043,06/07/2022 14:20:00,23.29,1.74,,,,
2044,06/07/2022 14:20:10,23.25,1.94,,,,
2045,06/07/2022 14:20:20,23.25,5.63,,,,
2046,06/07/2022 14:20:30,23.29,5.05,,,,
2047,06/07/2022 14:20:40,23.25,2.33,,,,
2048,06/07/2022 14:20:50,23.34,7.77,,,,
2049,06/07/2022 14:21:00,23.34,6.41,,,,
2050,06/07/2022 14:21:10,23.38,4.46,,,,
2051,06/07/2022 14:21:20,23.38,3.10,,,,
2052,06/07/2022 14:21:30,23.34,2.13,,,,
2053,06/07/2022 14:21:40,23.34,2.13,,,,
2054,06/07/2022 14:21:50,23.38,2.33,,,,
2055,06/07/2022 14:22:00,23.42,2.13,,,,
2056,06/07/2022 14:22:10,23.38,1.55,,,,
2057,06/07/2022 14:22:20,23.42,1.55,,,,
2058,06/07/2022 14:22:30,23.42,1.74,,,,
2059,06/07/2022 14:22:40,23.42,2.72,,,,
2060,06/07/2022 14:22:50,23.46,3.10,,,,
2061,06/07/2022 14:23:00,23.46,4.46,,,,
2062,06/07/2022 14:23:10,23.51,4.66,,,,
2063,06/07/2022 14:23:20,23.51,4.66,,,,
2064,06/07/2022 14:23:30,23.51,2.13,,,,
2065,06/07/2022 14:23:40,23.51,1.36,,,,
2066,06/07/2022 14:23:50,23.51,1.55,,,,
2067,06/07/2022 14:24:00,23.55,1.94,,,,
2068,06/07/2022 14:24:10,23.55,1.74,,,,
2069,06/07/2022 14:24:20,23.55,6.41,,,,
2070,06/07/2022 14:24:30,23.55,4.85,,,,
2071,06/07/2022 14:24:40,23.59,5.05,,,,
2072,06/07/2022 14:24:50,23.59,2.72,,,,
2073,06/07/2022 14:25:00,23.59,2.33,,,,
2074,06/07/2022 14:25:10,23.64,2.33,,,,
2075,06/07/2022 14:25:20,23.59,2.13,,,,
2076,06/07/2022 14:25:30,23.64,2.13,,,,
2077,06/07/2022 14:25:40,23.68,1.55,,,,
2078,06/07/2022 14:25:50,23.68,0.97,,,,
2079,06/07/2022 14:26:00,23.68,0.97,,,,
2080,06/07/2022 14:26:10,23.68,0.97,,,,
2081,06/07/2022 14:26:20,23.64,1.16,,,,
2082,06/07/2022 14:26:30,23.72,1.16,,,,
2083,06/07/2022 14:26:40,23.72,1.36,,,,
2084,06/07/2022 14:26:50,23.72,1.36,,,,
2085,06/07/2022 14:27:00,23.68,1.94,,,,
2086,06/07/2022 14:27:10,23.72,1.36,,,,
2087,06/07/2022 14:27:20,23.76,2.33,,,,
2088,06/07/2022 14:27:30,23.81,1.55,,,,
2089,06/07/2022 14:27:40,23.72,1.36,,,,
2090,06/07/2022 14:27:50,23.72,1.55,,,,
2091,06/07/2022 14:28:00,23.81,1.55,,,,
2092,06/07/2022 14:28:10,23.81,0.97,,,,
2093,06/07/2022 14:28:20,23.81,1.36,,,,
2094,06/07/2022 14:28:30,23.81,1.74,,,,
2095,06/07/2022 14:28:40,23.81,1.55,,,,
2096,06/07/2022 14:28:50,23.81,1.36,,,,
2097,06/07/2022 14:29:00,23.85,1.36,,,,
2098,06/07/2022 14:29:10,23.81,1.55,,,,
2099,06/07/2022 14:29:20,23.85,1.36,,,,
2100,06/07/2022 14:29:30,23.85,1.55,,,,
2101,06/07/2022 14:29:40,23.89,1.36,,,,
2102,06/07/2022 14:29:50,23.89,1.36,,,,
2103,06/07/2022 14:30:00,23.85,1.55,,,,
2104,06/07/2022 14:30:10,23.89,1.36,,,,
2105,06/07/2022 14:30:20,23.89,1.55,,,,
2106,06/07/2022 14:30:30,23.89,1.55,,,,
2107,06/07/2022 14:30:40,23.89,1.55,,,,
2108,06/07/2022 14:30:50,23.89,1.55,,,,
2109,06/07/2022 14:31:00,23.98,1.55,,,,
2110,06/07/2022 14:31:10,23.89,1.55,,,,
2111,06/07/2022 14:31:20,23.98,1.55,,,,
2112,06/07/2022 14:31:30,23.89,1.55,,,,
2113,06/07/2022 14:31:40,23.98,1.55,,,,
2114,06/07/2022 14:31:50,23.94,1.74,,,,
2115,06/07/2022 14:32:00,23.94,1.74,,,,
2116,06/07/2022 14:32:10,23.98,1.74,,,,
2117,06/07/2022 14:32:20,23.94,1.74,,,,
2118,06/07/2022 14:32:30,23.98,1.55,,,,
2119,06/07/2022 14:32:40,23.94,1.74,,,,
2120,06/07/2022 14:32:50,23.98,1.74,,,,
2121,06/07/2022 14:33:00,23.94,1.74,,,,
2122,06/07/2022 14:33:10,23.98,1.74,,,,
2123,06/07/2022 14:33:20,24.02,1.74,,,,
2124,06/07/2022 14:33:30,23.98,1.94,,,,
2125,06/07/2022 14:33:40,23.98,1.94,,,,
2126,06/07/2022 14:33:50,23.98,1.94,,,,
2127,06/07/2022 14:34:00,23.98,1.74,,,,
2128,06/07/2022 14:34:10,24.02,1.94,,,,
2129,06/07/2022 14:34:20,24.02,2.13,,,,
2130,06/07/2022 14:34:30,23.98,2.13,,,,
2131,06/07/2022 14:34:40,24.02,1.94,,,,
2132,06/07/2022 14:34:50,23.98,2.13,,,,
2133,06/07/2022 14:35:00,23.98,2.13,,,,
2134,06/07/2022 14:35:10,23.98,1.94,,,,
2135,06/07/2022 14:35:20,23.98,2.13,,,,
2136,06/07/2022 14:35:30,23.98,2.13,,,,
2137,06/07/2022 14:35:40,23.98,2.13,,,,
2138,06/07/2022 14:35:50,24.02,2.13,,,,
2139,06/07/2022 14:36:00,24.06,2.13,,,,
2140,06/07/2022 14:36:10,24.02,2.13,,,,
2141,06/07/2022 14:36:20,24.02,2.13,,,,
2142,06/07/2022 14:36:30,24.02,2.13,,,,
2143,06/07/2022 14:36:40,23.98,2.13,,,,
2144,06/07/2022 14:36:50,24.06,2.13,,,,
2145,06/07/2022 14:37:00,24.06,2.13,,,,
2146,06/07/2022 14:37:10,24.02,2.13,,,,
2147,06/07/2022 14:37:20,24.02,2.13,,,,
2148,06/07/2022 14:37:30,24.02,2.13,,,,
2149,06/07/2022 14:37:40,24.06,2.13,,,,
2150,06/07/2022 14:37:50,24.02,2.52,,,,
2151,06/07/2022 14:38:00,24.11,2.72,,,,
2152,06/07/2022 14:38:10,24.06,2.72,,,,
2153,06/07/2022 14:38:20,24.06,2.52,,,,
2154,06/07/2022 14:38:30,24.11,3.30,,,,
2155,06/07/2022 14:38:40,24.11,2.72,,,,
2156,06/07/2022 14:38:50,24.06,2.91,,,,
2157,06/07/2022 14:39:00,24.02,3.10,,,,
2158,06/07/2022 14:39:10,24.06,4.66,,,,
2159,06/07/2022 14:39:20,24.06,1.74,,,,
2160,06/07/2022 14:39:30,24.06,1.94,,,,
2161,06/07/2022 14:39:40,24.11,1.94,,,,
2162,06/07/2022 14:39:50,24.06,1.55,,,,
2163,06/07/2022 14:40:00,24.06,1.55,,,,
2164,06/07/2022 14:40:10,24.06,1.74,,,,
2165,06/07/2022 14:40:20,24.11,1.94,,,,
2166,06/07/2022 14:40:30,24.11,1.74,,,,
2167,06/07/2022 14:40:40,24.06,1.94,,,,
2168,06/07/2022 14:40:50,24.06,2.13,,,,
2169,06/07/2022 14:41:00,24.11,2.13,,,,
2170,06/07/2022 14:41:10,24.11,2.33,,,,
2171,06/07/2022 14:41:20,24.11,2.13,,,,
2172,06/07/2022 14:41:30,24.15,1.74,,,,
2173,06/07/2022 14:41:40,24.15,1.74,,,,
2174,06/07/2022 14:41:50,24.19,1.55,,,,
2175,06/07/2022 14:42:00,24.15,1.36,,,,
2176,06/07/2022 14:42:10,24.19,1.36,,,,
2177,06/07/2022 14:42:20,24.15,2.13,,,,
2178,06/07/2022 14:42:30,24.19,1.94,,,,
2179,06/07/2022 14:42:40,24.19,1.94,,,,
2180,06/07/2022 14:42:50,24.24,1.94,,,,
2181,06/07/2022 14:43:00,24.24,1.94,,,,
2182,06/07/2022 14:43:10,24.24,1.74,,,,
2183,06/07/2022 14:43:20,24.24,1.74,,,,
2184,06/07/2022 14:43:30,24.24,1.74,,,,
2185,06/07/2022 14:43:40,24.24,1.74,,,,
2186,06/07/2022 14:43:50,24.28,1.74,,,,
2187,06/07/2022 14:44:00,24.28,1.94,,,,
2188,06/07/2022 14:44:10,24.24,1.74,,,,
2189,06/07/2022 14:44:20,24.28,1.94,,,,
2190,06/07/2022 14:44:30,24.28,1.94,,,,
2191,06/07/2022 14:44:40,24.32,1.94,,,,
2192,06/07/2022 14:44:50,24.32,2.13,,,,
2193,06/07/2022 14:45:00,24.32,2.13,,,,
2194,06/07/2022 14:45:10,24.32,2.13,,,,
2195,06/07/2022 14:45:20,24.32,2.13,,,,
2196,06/07/2022 14:45:30,24.32,2.13,,,,
2197,06/07/2022 14:45:40,24.36,2.13,,,,
2198,06/07/2022 14:45:50,24.36,2.33,,,,
2199,06/07/2022 14:46:00,24.41,2.13,,,,
2200,06/07/2022 14:46:10,24.36,1.94,,,,
2201,06/07/2022 14:46:20,24.32,2.52,,,,
2202,06/07/2022 14:46:30,24.36,2.91,,,,
2203,06/07/2022 14:46:40,24.36,2.91,,,,
2204,06/07/2022 14:46:50,24.45,3.10,,,,
2205,06/07/2022 14:47:00,24.41,2.72,,,,
2206,06/07/2022 14:47:10,24.41,2.52,,,,
2207,06/07/2022 14:47:20,24.36,2.91,,,,
2208,06/07/2022 14:47:30,24.36,3.10,,,,
2209,06/07/2022 14:47:40,24.45,2.72,,,,
2210,06/07/2022 14:47:50,24.45,2.91,,,,
2211,06/07/2022 14:48:00,24.45,3.10,,,,
2212,06/07/2022 14:48:10,24.45,2.52,,,,
2213,06/07/2022 14:48:20,24.45,1.94,,,,
2214,06/07/2022 14:48:30,24.45,1.94,,,,
2215,06/07/2022 14:48:40,24.49,1.94,,,,
2216,06/07/2022 14:48:50,24.49,1.94,,,,
2217,06/07/2022 14:49:00,24.54,1.74,,,,
2218,06/07/2022 14:49:10,24.49,1.94,,,,
2219,06/07/2022 14:49:20,24.49,1.94,,,,
2220,06/07/2022 14:49:30,24.49,2.72,,,,
2221,06/07/2022 14:49:40,24.49,3.10,,,,
2222,06/07/2022 14:49:50,24.49,3.10,,,,
2223,06/07/2022 14:50:00,24.54,2.52,,,,
2224,06/07/2022 14:50:10,24.54,2.72,,,,
2225,06/07/2022 14:50:20,24.54,4.46,,,,
2226,06/07/2022 14:50:30,24.54,4.27,,,,
2227,06/07/2022 14:50:40,24.54,4.46,,,,
2228,06/07/2022 14:50:50,24.54,3.69,,,,
2229,06/07/2022 14:51:00,24.58,3.49,,,,
2230,06/07/2022 14:51:10,24.58,3.49,,,,
2231,06/07/2022 14:51:20,24.54,3.30,,,,
2232,06/07/2022 14:51:30,24.54,3.49,,,,
2233,06/07/2022 14:51:40,24.54,3.49,,,,
2234,06/07/2022 14:51:50,24.54,2.72,,,,
2235,06/07/2022 14:52:00,24.62,1.94,,,,
2236,06/07/2022 14:52:10,24.66,1.94,,,,
2237,06/07/2022 14:52:20,24.58,1.74,,,,
2238,06/07/2022 14:52:30,24.66,1.55,,,,
2239,06/07/2022 14:52:40,24.62,1.74,,,,
2240,06/07/2022 14:52:50,24.62,4.66,,,,
2241,06/07/2022 14:53:00,24.66,3.88,,,,
2242,06/07/2022 14:53:10,24.66,2.13,,,,
2243,06/07/2022 14:53:20,24.71,4.27,,,,
2244,06/07/2022 14:53:30,24.71,2.13,,,,
2245,06/07/2022 14:53:40,24.71,2.33,,,,
2246,06/07/2022 14:53:50,24.71,2.33,,,,
2247,06/07/2022 14:54:00,24.71,4.08,,,,
2248,06/07/2022 14:54:10,24.66,2.33,,,,
2249,06/07/2022 14:54:20,24.75,4.66,,,,
2250,06/07/2022 14:54:30,24.75,1.94,,,,
2251,06/07/2022 14:54:40,24.79,1.94,,,,
2252,06/07/2022 14:54:50,24.79,1.94,,,,
2253,06/07/2022 14:55:00,24.79,2.72,,,,
2254,06/07/2022 14:55:10,24.75,6.82,,,,
2255,06/07/2022 14:55:20,24.79,7.18,,,,
2256,06/07/2022 14:55:30,24.79,6.04,,,,
2257,06/07/2022 14:55:40,24.84,4.66,,,,
2258,06/07/2022 14:55:50,24.79,4.85,,,,
2259,06/07/2022 14:56:00,24.79,4.85,,,,
2260,06/07/2022 14:56:10,24.84,5.24,,,,
2261,06/07/2022 14:56:20,24.84,5.63,,,,
2262,06/07/2022 14:56:30,24.88,5.44,,,,
2263,06/07/2022 14:56:40,24.84,5.63,,,,
2264,06/07/2022 14:56:50,24.88,5.82,,,,
2265,06/07/2022 14:57:00,24.88,5.44,,,,
2266,06/07/2022 14:57:10,24.88,4.66,,,,
2267,06/07/2022 14:57:20,24.88,2.72,,,,
2268,06/07/2022 14:57:30,24.92,2.52,,,,
2269,06/07/2022 14:57:40,24.88,2.52,,,,
2270,06/07/2022 14:57:50,24.97,2.72,,,,
2271,06/07/2022 14:58:00,24.92,8.74,,,,
2272,06/07/2022 14:58:10,24.92,9.90,,,,
2273,06/07/2022 14:58:20,24.97,9.71,,,,
2274,06/07/2022 14:58:30,24.97,8.35,,,,
2275,06/07/2022 14:58:40,25.01,8.96,,,,
2276,06/07/2022 14:58:50,24.97,9.32,,,,
2277,06/07/2022 14:59:00,25.01,8.57,,,,
2278,06/07/2022 14:59:10,25.01,9.13,,,,
2279,06/07/2022 14:59:20,24.97,9.71,,,,
2280,06/07/2022 14:59:30,25.05,9.90,,,,
2281,06/07/2022 14:59:40,25.01,9.90,,,,
2282,06/07/2022 14:59:50,25.01,10.29,,,,
2283,06/07/2022 15:00:00,25.01,9.71,,,,
2284,06/07/2022 15:00:10,25.05,10.29,,,,
2285,06/07/2022 15:00:20,25.05,8.18,,,,
2286,06/07/2022 15:00:30,25.05,9.32,,,,
2287,06/07/2022 15:00:40,25.09,9.52,,,,
2288,06/07/2022 15:00:50,25.05,9.71,,,,
2289,06/07/2022 15:01:00,25.09,9.90,,,,
2290,06/07/2022 15:01:10,25.09,9.71,,,,
2291,06/07/2022 15:01:20,25.14,9.52,,,,
2292,06/07/2022 15:01:30,25.09,9.71,,,,
2293,06/07/2022 15:01:40,25.14,9.71,,,,
2294,06/07/2022 15:01:50,25.14,9.52,,,,
2295,06/07/2022 15:02:00,25.18,9.52,,,,
2296,06/07/2022 15:02:10,25.14,9.90,,,,
2297,06/07/2022 15:02:20,25.18,7.01,,,,
2298,06/07/2022 15:02:30,25.18,6.24,,,,
2299,06/07/2022 15:02:40,25.18,6.02,,,,
2300,06/07/2022 15:02:50,25.22,6.02,,,,
2301,06/07/2022 15:03:00,25.22,5.63,,,,
2302,06/07/2022 15:03:10,25.22,6.02,,,,
2303,06/07/2022 15:03:20,25.27,5.82,,,,
2304,06/07/2022 15:03:30,25.31,5.82,,,,
2305,06/07/2022 15:03:40,25.27,6.02,,,,
2306,06/07/2022 15:03:50,25.27,6.21,,,,
2307,06/07/2022 15:04:00,25.31,7.21,,,,
2308,06/07/2022 15:04:10,25.31,7.77,,,,
2309,06/07/2022 15:04:20,25.31,5.44,,,,
2310,06/07/2022 15:04:30,25.35,6.02,,,,
2311,06/07/2022 15:04:40,25.39,6.21,,,,
2312,06/07/2022 15:04:50,25.39,5.44,,,,
2313,06/07/2022 15:05:00,25.39,6.04,,,,
2314,06/07/2022 15:05:10,25.44,6.43,,,,
2315,06/07/2022 15:05:20,25.44,7.40,,,,
2316,06/07/2022 15:05:30,25.48,7.79,,,,
2317,06/07/2022 15:05:40,25.44,8.18,,,,
2318,06/07/2022 15:05:50,25.44,7.57,,,,
2319,06/07/2022 15:06:00,25.52,7.77,,,,
2320,06/07/2022 15:06:10,25.52,7.01,,,,
2321,06/07/2022 15:06:20,25.57,6.43,,,,
2322,06/07/2022 15:06:30,25.57,6.63,,,,
2323,06/07/2022 15:06:40,25.57,6.60,,,,
2324,06/07/2022 15:06:50,25.61,6.21,,,,
2325,06/07/2022 15:07:00,25.61,6.21,,,,
2326,06/07/2022 15:07:10,25.65,6.02,,,,
2327,06/07/2022 15:07:20,25.61,6.02,,,,
2328,06/07/2022 15:07:30,25.65,6.43,,,,
2329,06/07/2022 15:07:40,25.65,5.63,,,,
2330,06/07/2022 15:07:50,25.65,3.49,,,,
2331,06/07/2022 15:08:00,25.69,2.13,,,,
2332,06/07/2022 15:08:10,25.69,1.94,,,,
2333,06/07/2022 15:08:20,25.74,1.94,,,,
2334,06/07/2022 15:08:30,25.78,1.74,,,,
2335,06/07/2022 15:08:40,25.74,1.74,,,,
2336,06/07/2022 15:08:50,25.78,1.74,,,,
2337,06/07/2022 15:09:00,25.82,1.74,,,,
2338,06/07/2022 15:09:10,25.87,1.74,,,,
2339,06/07/2022 15:09:20,25.87,1.74,,,,
2340,06/07/2022 15:09:30,25.87,1.74,,,,
2341,06/07/2022 15:09:40,25.91,1.74,,,,
2342,06/07/2022 15:09:50,25.95,1.74,,,,
2343,06/07/2022 15:10:00,25.99,1.55,,,,
2344,06/07/2022 15:10:10,25.95,1.55,,,,
2345,06/07/2022 15:10:20,25.99,1.55,,,,
2346,06/07/2022 15:10:30,26.04,1.74,,,,
2347,06/07/2022 15:10:40,25.99,1.74,,,,
2348,06/07/2022 15:10:50,26.04,1.74,,,,
2349,06/07/2022 15:11:00,26.12,1.74,,,,
2350,06/07/2022 15:11:10,26.08,1.74,,,,
2351,06/07/2022 15:11:20,26.12,1.74,,,,
2352,06/07/2022 15:11:30,26.08,1.55,,,,
2353,06/07/2022 15:11:40,26.12,1.55,,,,
2354,06/07/2022 15:11:50,26.17,1.36,,,,
2355,06/07/2022 15:12:00,26.12,1.36,,,,
2356,06/07/2022 15:12:10,26.17,1.55,,,,
2357,06/07/2022 15:12:20,26.21,1.55,,,,
2358,06/07/2022 15:12:30,26.21,1.55,,,,
2359,06/07/2022 15:12:40,26.17,1.36,,,,
2360,06/07/2022 15:12:50,26.17,1.36,,,,
2361,06/07/2022 15:13:00,26.21,1.55,,,,
2362,06/07/2022 15:13:10,26.25,1.55,,,,
2363,06/07/2022 15:13:20,26.25,1.55,,,,
2364,06/07/2022 15:13:30,26.25,1.36,,,,
2365,06/07/2022 15:13:40,26.25,2.13,,,,
2366,06/07/2022 15:13:50,26.30,1.74,,,,
2367,06/07/2022 15:14:00,26.30,1.74,,,,
2368,06/07/2022 15:14:10,26.30,2.13,,,,
2369,06/07/2022 15:14:20,26.34,1.94,,,,
2370,06/07/2022 15:14:30,26.38,1.74,,,,
2371,06/07/2022 15:14:40,26.38,1.74,,,,
2372,06/07/2022 15:14:50,26.42,1.55,,,,
2373,06/07/2022 15:15:00,26.38,1.55,,,,
2374,06/07/2022 15:15:10,26.42,1.55,,,,
2375,06/07/2022 15:15:20,26.42,1.55,,,,
2376,06/07/2022 15:15:30,26.51,1.55,,,,
2377,06/07/2022 15:15:40,26.51,1.55,,,,
