#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
5141,06/07/2022 22:56:20,16.77,0.00,,,,
5142,06/07/2022 22:56:30,16.77,0.00,,,,
5143,06/07/2022 22:56:40,16.73,0.00,,,,
5144,06/07/2022 22:56:50,16.77,0.19,,,,
5145,06/07/2022 22:57:00,16.81,0.00,,,,
5146,06/07/2022 22:57:10,16.73,0.00,,,,
5147,06/07/2022 22:57:20,16.73,0.00,,,,
5148,06/07/2022 22:57:30,16.77,0.00,,,,
5149,06/07/2022 22:57:40,16.77,0.00,,,,
5150,06/07/2022 22:57:50,16.73,0.00,,,,
5151,06/07/2022 22:58:00,16.81,0.00,,,,
5152,06/07/2022 22:58:10,16.77,0.00,,,,
5153,06/07/2022 22:58:20,16.73,0.00,,,,
5154,06/07/2022 22:58:30,16.77,0.00,,,,
5155,06/07/2022 22:58:40,16.77,0.00,,,,
5156,06/07/2022 22:58:50,16.73,0.00,,,,
5157,06/07/2022 22:59:00,16.81,0.00,,,,
5158,06/07/2022 22:59:10,16.77,0.00,,,,
5159,06/07/2022 22:59:20,16.77,0.00,,,,
5160,06/07/2022 22:59:30,16.77,0.00,,,,
5161,06/07/2022 22:59:40,16.81,0.00,,,,
5162,06/07/2022 22:59:50,16.81,0.00,,,,
5163,06/07/2022 23:00:00,16.81,0.00,,,,
5164,06/07/2022 23:00:10,16.81,0.00,,,,
5165,06/07/2022 23:00:20,16.81,0.00,,,,
5166,06/07/2022 23:00:30,16.81,0.00,,,,
5167,06/07/2022 23:00:40,16.81,0.19,,,,
5168,06/07/2022 23:00:50,16.81,0.00,,,,
5169,06/07/2022 23:01:00,16.81,0.00,,,,
5170,06/07/2022 23:01:10,16.81,0.00,,,,
5171,06/07/2022 23:01:20,16.86,0.00,,,,
5172,06/07/2022 23:01:30,16.81,0.00,,,,
5173,06/07/2022 23:01:40,16.81,0.00,,,,
5174,06/07/2022 23:01:50,16.86,0.00,,,,
5175,06/07/2022 23:02:00,16.86,0.00,,,,
5176,06/07/2022 23:02:10,16.86,0.00,,,,
5177,06/07/2022 23:02:20,16.86,0.00,,,,
5178,06/07/2022 23:02:30,16.81,0.00,,,,
5179,06/07/2022 23:02:40,16.81,0.00,,,,
5180,06/07/2022 23:02:50,16.81,0.00,,,,
5181,06/07/2022 23:03:00,16.77,0.00,,,,
5182,06/07/2022 23:03:10,16.77,0.00,,,,
5183,06/07/2022 23:03:20,16.81,0.00,,,,
5184,06/07/2022 23:03:30,16.81,0.00,,,,
5185,06/07/2022 23:03:40,16.81,0.00,,,,
5186,06/07/2022 23:03:50,16.77,0.00,,,,
5187,06/07/2022 23:04:00,16.77,0.00,,,,
5188,06/07/2022 23:04:10,16.81,0.00,,,,
5189,06/07/2022 23:04:20,16.77,0.00,,,,
5190,06/07/2022 23:04:30,16.77,0.19,,,,
5191,06/07/2022 23:04:40,16.81,0.00,,,,
5192,06/07/2022 23:04:50,16.77,0.00,,,,
5193,06/07/2022 23:05:00,16.77,0.00,,,,
5194,06/07/2022 23:05:10,16.77,0.00,,,,
5195,06/07/2022 23:05:20,16.81,0.00,,,,
5196,06/07/2022 23:05:30,16.77,0.00,,,,
5197,06/07/2022 23:05:40,16.77,0.00,,,,
5198,06/07/2022 23:05:50,16.77,0.00,,,,
5199,06/07/2022 23:06:00,16.81,0.00,,,,
5200,06/07/2022 23:06:10,16.77,0.00,,,,
5201,06/07/2022 23:06:20,16.81,0.00,,,,
5202,06/07/2022 23:06:30,16.77,0.00,,,,
5203,06/07/2022 23:06:40,16.81,0.00,,,,
5204,06/07/2022 23:06:50,16.81,0.00,,,,
5205,06/07/2022 23:07:00,16.86,0.00,,,,
5206,06/07/2022 23:07:10,16.77,0.00,,,,
5207,06/07/2022 23:07:20,16.81,0.00,,,,
5208,06/07/2022 23:07:30,16.81,0.00,,,,
5209,06/07/2022 23:07:40,16.86,0.00,,,,
5210,06/07/2022 23:07:50,16.81,0.00,,,,
5211,06/07/2022 23:08:00,16.77,0.00,,,,
5212,06/07/2022 23:08:10,16.81,0.00,,,,
5213,06/07/2022 23:08:20,16.77,0.19,,,,
5214,06/07/2022 23:08:30,16.81,0.00,,,,
5215,06/07/2022 23:08:40,16.77,0.00,,,,
5216,06/07/2022 23:08:50,16.81,0.00,,,,
5217,06/07/2022 23:09:00,16.77,0.00,,,,
5218,06/07/2022 23:09:10,16.81,0.00,,,,
5219,06/07/2022 23:09:20,16.77,0.00,,,,
5220,06/07/2022 23:09:30,16.81,0.00,,,,
5221,06/07/2022 23:09:40,16.81,0.00,,,,
5222,06/07/2022 23:09:50,16.81,0.00,,,,
5223,06/07/2022 23:10:00,16.77,0.00,,,,
5224,06/07/2022 23:10:10,16.77,0.00,,,,
5225,06/07/2022 23:10:20,16.77,0.00,,,,
5226,06/07/2022 23:10:30,16.77,0.00,,,,
5227,06/07/2022 23:10:40,16.86,0.00,,,,
5228,06/07/2022 23:10:50,16.77,0.00,,,,
5229,06/07/2022 23:11:00,16.81,0.00,,,,
5230,06/07/2022 23:11:10,16.77,0.00,,,,
5231,06/07/2022 23:11:20,16.77,0.00,,,,
5232,06/07/2022 23:11:30,16.73,0.00,,,,
5233,06/07/2022 23:11:40,16.77,0.00,,,,
5234,06/07/2022 23:11:50,16.73,0.00,,,,
5235,06/07/2022 23:12:00,16.81,0.00,,,,
5236,06/07/2022 23:12:10,16.77,0.00,,,,
5237,06/07/2022 23:12:20,16.81,0.00,,,,
5238,06/07/2022 23:12:30,16.73,0.00,,,,
5239,06/07/2022 23:12:40,16.77,0.00,,,,
5240,06/07/2022 23:12:50,16.81,0.00,,,,
5241,06/07/2022 23:13:00,16.77,0.00,,,,
5242,06/07/2022 23:13:10,16.77,0.00,,,,
5243,06/07/2022 23:13:20,16.73,0.00,,,,
5244,06/07/2022 23:13:30,16.77,0.00,,,,
5245,06/07/2022 23:13:40,16.73,0.00,,,,
5246,06/07/2022 23:13:50,16.77,0.00,,,,
5247,06/07/2022 23:14:00,16.81,0.00,,,,
5248,06/07/2022 23:14:10,16.77,0.00,,,,
5249,06/07/2022 23:14:20,16.77,0.00,,,,
5250,06/07/2022 23:14:30,16.77,0.00,,,,
5251,06/07/2022 23:14:40,16.77,0.00,,,,
5252,06/07/2022 23:14:50,16.73,0.00,,,,
5253,06/07/2022 23:15:00,16.77,0.00,,,,
5254,06/07/2022 23:15:10,16.77,0.00,,,,
5255,06/07/2022 23:15:20,16.77,0.00,,,,
5256,06/07/2022 23:15:30,16.77,0.00,,,,
5257,06/07/2022 23:15:40,16.77,0.00,,,,
5258,06/07/2022 23:15:50,16.77,0.00,,,,
5259,06/07/2022 23:16:00,16.81,0.00,,,,
5260,06/07/2022 23:16:10,16.81,0.00,,,,
5261,06/07/2022 23:16:20,16.81,0.00,,,,
5262,06/07/2022 23:16:30,16.77,0.00,,,,
5263,06/07/2022 23:16:40,16.81,0.00,,,,
5264,06/07/2022 23:16:50,16.81,0.00,,,,
5265,06/07/2022 23:17:00,16.81,0.00,,,,
5266,06/07/2022 23:17:10,16.81,0.00,,,,
5267,06/07/2022 23:17:20,16.81,0.00,,,,
5268,06/07/2022 23:17:30,16.81,0.00,,,,
5269,06/07/2022 23:17:40,16.86,0.00,,,,
5270,06/07/2022 23:17:50,16.81,0.00,,,,
5271,06/07/2022 23:18:00,16.81,0.00,,,,
5272,06/07/2022 23:18:10,16.81,0.00,,,,
5273,06/07/2022 23:18:20,16.81,0.00,,,,
5274,06/07/2022 23:18:30,16.77,0.00,,,,
5275,06/07/2022 23:18:40,16.81,0.00,,,,
5276,06/07/2022 23:18:50,16.77,0.00,,,,
5277,06/07/2022 23:19:00,16.77,0.00,,,,
5278,06/07/2022 23:19:10,16.73,0.00,,,,
5279,06/07/2022 23:19:20,16.77,0.00,,,,
5280,06/07/2022 23:19:30,16.73,0.00,,,,
5281,06/07/2022 23:19:40,16.77,0.00,,,,
5282,06/07/2022 23:19:50,16.77,0.00,,,,
5283,06/07/2022 23:20:00,16.77,0.00,,,,
5284,06/07/2022 23:20:10,16.81,0.00,,,,
5285,06/07/2022 23:20:20,16.77,0.00,,,,
5286,06/07/2022 23:20:30,16.77,0.00,,,,
5287,06/07/2022 23:20:40,16.81,0.00,,,,
5288,06/07/2022 23:20:50,16.77,0.00,,,,
5289,06/07/2022 23:21:00,16.77,0.00,,,,
5290,06/07/2022 23:21:10,16.77,0.00,,,,
5291,06/07/2022 23:21:20,16.77,0.00,,,,
5292,06/07/2022 23:21:30,16.81,0.00,,,,
5293,06/07/2022 23:21:40,16.77,0.00,,,,
5294,06/07/2022 23:21:50,16.81,0.00,,,,
5295,06/07/2022 23:22:00,16.77,0.00,,,,
5296,06/07/2022 23:22:10,16.77,0.00,,,,
5297,06/07/2022 23:22:20,16.77,0.00,,,,
5298,06/07/2022 23:22:30,16.77,0.00,,,,
5299,06/07/2022 23:22:40,16.77,0.00,,,,
5300,06/07/2022 23:22:50,16.73,0.00,,,,
5301,06/07/2022 23:23:00,16.81,0.00,,,,
5302,06/07/2022 23:23:10,16.77,0.00,,,,
5303,06/07/2022 23:23:20,16.73,0.00,,,,
5304,06/07/2022 23:23:30,16.77,0.00,,,,
5305,06/07/2022 23:23:40,16.73,0.00,,,,
5306,06/07/2022 23:23:50,16.73,0.00,,,,
5307,06/07/2022 23:24:00,16.77,0.00,,,,
5308,06/07/2022 23:24:10,16.73,0.00,,,,
5309,06/07/2022 23:24:20,16.77,0.00,,,,
5310,06/07/2022 23:24:30,16.73,0.00,,,,
5311,06/07/2022 23:24:40,16.73,0.00,,,,
5312,06/07/2022 23:24:50,16.77,0.00,,,,
5313,06/07/2022 23:25:00,16.77,0.00,,,,
5314,06/07/2022 23:25:10,16.73,0.00,,,,
5315,06/07/2022 23:25:20,16.77,0.00,,,,
5316,06/07/2022 23:25:30,16.73,0.00,,,,
5317,06/07/2022 23:25:40,16.77,0.00,,,,
5318,06/07/2022 23:25:50,16.73,0.00,,,,
5319,06/07/2022 23:26:00,16.77,0.00,,,,
5320,06/07/2022 23:26:10,16.77,0.00,,,,
5321,06/07/2022 23:26:20,16.73,0.00,,,,
5322,06/07/2022 23:26:30,16.81,0.00,,,,
5323,06/07/2022 23:26:40,16.77,0.00,,,,
5324,06/07/2022 23:26:50,16.77,0.00,,,,
5325,06/07/2022 23:27:00,16.73,0.00,,,,
5326,06/07/2022 23:27:10,16.73,0.00,,,,
5327,06/07/2022 23:27:20,16.77,0.00,,,,
5328,06/07/2022 23:27:30,16.77,0.00,,,,
5329,06/07/2022 23:27:40,16.77,0.00,,,,
5330,06/07/2022 23:27:50,16.77,0.00,,,,
5331,06/07/2022 23:28:00,16.86,0.00,,,,
5332,06/07/2022 23:28:10,16.77,0.00,,,,
5333,06/07/2022 23:28:20,16.77,0.00,,,,
5334,06/07/2022 23:28:30,16.81,0.00,,,,
5335,06/07/2022 23:28:40,16.81,0.00,,,,
5336,06/07/2022 23:28:50,16.81,0.00,,,,
5337,06/07/2022 23:29:00,16.81,0.00,,,,
5338,06/07/2022 23:29:10,16.86,0.00,,,,
5339,06/07/2022 23:29:20,16.86,0.00,,,,
5340,06/07/2022 23:29:30,16.81,0.00,,,,
5341,06/07/2022 23:29:40,16.86,0.00,,,,
5342,06/07/2022 23:29:50,16.81,0.00,,,,
5343,06/07/2022 23:30:00,16.86,0.00,,,,
5344,06/07/2022 23:30:10,16.90,0.00,,,,
5345,06/07/2022 23:30:20,16.81,0.00,,,,
5346,06/07/2022 23:30:30,16.86,0.00,,,,
5347,06/07/2022 23:30:40,16.81,0.00,,,,
5348,06/07/2022 23:30:50,16.81,0.00,,,,
5349,06/07/2022 23:31:00,16.86,0.19,,,,
5350,06/07/2022 23:31:10,16.86,0.00,,,,
5351,06/07/2022 23:31:20,16.86,0.00,,,,
5352,06/07/2022 23:31:30,16.81,0.00,,,,
5353,06/07/2022 23:31:40,16.81,0.00,,,,
5354,06/07/2022 23:31:50,16.81,0.00,,,,
5355,06/07/2022 23:32:00,16.81,0.00,,,,
5356,06/07/2022 23:32:10,16.81,0.00,,,,
5357,06/07/2022 23:32:20,16.81,0.00,,,,
5358,06/07/2022 23:32:30,16.86,0.00,,,,
5359,06/07/2022 23:32:40,16.81,0.00,,,,
5360,06/07/2022 23:32:50,16.81,0.00,,,,
5361,06/07/2022 23:33:00,16.81,0.00,,,,
5362,06/07/2022 23:33:10,16.81,0.00,,,,
5363,06/07/2022 23:33:20,16.81,0.00,,,,
5364,06/07/2022 23:33:30,16.81,0.00,,,,
5365,06/07/2022 23:33:40,16.77,0.00,,,,
5366,06/07/2022 23:33:50,16.77,0.00,,,,
5367,06/07/2022 23:34:00,16.81,0.00,,,,
5368,06/07/2022 23:34:10,16.77,0.00,,,,
5369,06/07/2022 23:34:20,16.77,0.00,,,,
5370,06/07/2022 23:34:30,16.77,0.00,,,,
5371,06/07/2022 23:34:40,16.77,0.00,,,,
5372,06/07/2022 23:34:50,16.81,0.19,,,,
5373,06/07/2022 23:35:00,16.81,0.00,,,,
5374,06/07/2022 23:35:10,16.81,0.00,,,,
5375,06/07/2022 23:35:20,16.77,0.00,,,,
5376,06/07/2022 23:35:30,16.77,0.00,,,,
5377,06/07/2022 23:35:40,16.86,0.00,,,,
5378,06/07/2022 23:35:50,16.81,0.00,,,,
5379,06/07/2022 23:36:00,16.81,0.00,,,,
5380,06/07/2022 23:36:10,16.81,0.00,,,,
5381,06/07/2022 23:36:20,16.81,0.00,,,,
5382,06/07/2022 23:36:30,16.81,0.00,,,,
5383,06/07/2022 23:36:40,16.86,0.00,,,,
5384,06/07/2022 23:36:50,16.81,0.00,,,,
5385,06/07/2022 23:37:00,16.81,0.00,,,,
5386,06/07/2022 23:37:10,16.81,0.00,,,,
5387,06/07/2022 23:37:20,16.86,0.00,,,,
5388,06/07/2022 23:37:30,16.81,0.00,,,,
5389,06/07/2022 23:37:40,16.81,0.00,,,,
5390,06/07/2022 23:37:50,16.81,0.00,,,,
5391,06/07/2022 23:38:00,16.81,0.00,,,,
5392,06/07/2022 23:38:10,16.77,0.00,,,,
5393,06/07/2022 23:38:20,16.77,0.00,,,,
5394,06/07/2022 23:38:30,16.81,0.00,,,,
5395,06/07/2022 23:38:40,16.81,0.19,,,,
5396,06/07/2022 23:38:50,16.77,0.00,,,,
5397,06/07/2022 23:39:00,16.77,0.00,,,,
5398,06/07/2022 23:39:10,16.81,0.00,,,,
5399,06/07/2022 23:39:20,16.81,0.00,,,,
5400,06/07/2022 23:39:30,16.86,0.00,,,,
5401,06/07/2022 23:39:40,16.81,0.00,,,,
5402,06/07/2022 23:39:50,16.81,0.00,,,,
5403,06/07/2022 23:40:00,16.86,0.00,,,,
5404,06/07/2022 23:40:10,16.86,0.00,,,,
5405,06/07/2022 23:40:20,16.81,0.00,,,,
5406,06/07/2022 23:40:30,16.81,0.00,,,,
5407,06/07/2022 23:40:40,16.86,0.00,,,,
5408,06/07/2022 23:40:50,16.86,0.00,,,,
5409,06/07/2022 23:41:00,16.86,0.00,,,,
5410,06/07/2022 23:41:10,16.86,0.00,,,,
5411,06/07/2022 23:41:20,16.86,0.00,,,,
5412,06/07/2022 23:41:30,16.81,0.00,,,,
5413,06/07/2022 23:41:40,16.90,0.00,,,,
5414,06/07/2022 23:41:50,16.86,0.00,,,,
5415,06/07/2022 23:42:00,16.81,0.00,,,,
5416,06/07/2022 23:42:10,16.81,0.00,,,,
5417,06/07/2022 23:42:20,16.81,0.00,,,,
5418,06/07/2022 23:42:30,16.81,0.19,,,,
5419,06/07/2022 23:42:40,16.86,0.00,,,,
5420,06/07/2022 23:42:50,16.86,0.00,,,,
5421,06/07/2022 23:43:00,16.86,0.00,,,,
5422,06/07/2022 23:43:10,16.81,0.00,,,,
5423,06/07/2022 23:43:20,16.81,0.00,,,,
5424,06/07/2022 23:43:30,16.81,0.00,,,,
5425,06/07/2022 23:43:40,16.86,0.00,,,,
5426,06/07/2022 23:43:50,16.86,0.00,,,,
5427,06/07/2022 23:44:00,16.86,0.00,,,,
5428,06/07/2022 23:44:10,16.86,0.00,,,,
5429,06/07/2022 23:44:20,16.86,0.00,,,,
5430,06/07/2022 23:44:30,16.81,0.00,,,,
5431,06/07/2022 23:44:40,16.86,0.00,,,,
5432,06/07/2022 23:44:50,16.86,0.00,,,,
5433,06/07/2022 23:45:00,16.86,0.00,,,,
5434,06/07/2022 23:45:10,16.90,0.00,,,,
5435,06/07/2022 23:45:20,16.86,0.00,,,,
5436,06/07/2022 23:45:30,16.90,0.00,,,,
5437,06/07/2022 23:45:40,16.90,0.00,,,,
5438,06/07/2022 23:45:50,16.86,0.00,,,,
5439,06/07/2022 23:46:00,16.86,0.00,,,,
5440,06/07/2022 23:46:10,16.86,0.00,,,,
5441,06/07/2022 23:46:20,16.86,0.00,,,,
5442,06/07/2022 23:46:30,16.86,0.00,,,,
5443,06/07/2022 23:46:40,16.90,0.00,,,,
5444,06/07/2022 23:46:50,16.90,0.00,,,,
5445,06/07/2022 23:47:00,16.86,0.00,,,,
5446,06/07/2022 23:47:10,16.86,0.00,,,,
5447,06/07/2022 23:47:20,16.90,0.00,,,,
5448,06/07/2022 23:47:30,16.86,0.00,,,,
5449,06/07/2022 23:47:40,16.81,0.00,,,,
5450,06/07/2022 23:47:50,16.86,0.00,,,,
5451,06/07/2022 23:48:00,16.81,0.00,,,,
5452,06/07/2022 23:48:10,16.81,0.00,,,,
5453,06/07/2022 23:48:20,16.86,0.00,,,,
5454,06/07/2022 23:48:30,16.81,0.00,,,,
5455,06/07/2022 23:48:40,16.81,0.00,,,,
5456,06/07/2022 23:48:50,16.86,0.00,,,,
5457,06/07/2022 23:49:00,16.81,0.00,,,,
5458,06/07/2022 23:49:10,16.86,0.00,,,,
5459,06/07/2022 23:49:20,16.86,0.00,,,,
5460,06/07/2022 23:49:30,16.81,0.00,,,,
5461,06/07/2022 23:49:40,16.81,0.00,,,,
5462,06/07/2022 23:49:50,16.81,0.00,,,,
5463,06/07/2022 23:50:00,16.86,0.00,,,,
5464,06/07/2022 23:50:10,16.81,0.19,,,,
5465,06/07/2022 23:50:20,16.81,0.00,,,,
5466,06/07/2022 23:50:30,16.77,0.00,,,,
5467,06/07/2022 23:50:40,16.81,0.00,,,,
5468,06/07/2022 23:50:50,16.81,0.00,,,,
5469,06/07/2022 23:51:00,16.86,0.00,,,,
5470,06/07/2022 23:51:10,16.86,0.00,,,,
5471,06/07/2022 23:51:20,16.86,0.00,,,,
5472,06/07/2022 23:51:30,16.77,0.00,,,,
5473,06/07/2022 23:51:40,16.81,0.00,,,,
5474,06/07/2022 23:51:50,16.81,0.00,,,,
5475,06/07/2022 23:52:00,16.86,0.00,,,,
5476,06/07/2022 23:52:10,16.86,0.00,,,,
5477,06/07/2022 23:52:20,16.81,0.00,,,,
5478,06/07/2022 23:52:30,16.90,0.00,,,,
5479,06/07/2022 23:52:40,16.81,0.00,,,,
5480,06/07/2022 23:52:50,16.81,0.00,,,,
5481,06/07/2022 23:53:00,16.81,0.00,,,,
5482,06/07/2022 23:53:10,16.81,0.00,,,,
5483,06/07/2022 23:53:20,16.81,0.00,,,,
5484,06/07/2022 23:53:30,16.86,0.00,,,,
5485,06/07/2022 23:53:40,16.81,0.00,,,,
5486,06/07/2022 23:53:50,16.86,0.00,,,,
5487,06/07/2022 23:54:00,16.81,0.00,,,,
5488,06/07/2022 23:54:10,16.90,0.00,,,,
5489,06/07/2022 23:54:20,16.81,0.00,,,,
5490,06/07/2022 23:54:30,16.86,0.00,,,,
5491,06/07/2022 23:54:40,16.86,0.00,,,,
5492,06/07/2022 23:54:50,16.81,0.00,,,,
5493,06/07/2022 23:55:00,16.81,0.00,,,,
5494,06/07/2022 23:55:10,16.90,0.00,,,,
5495,06/07/2022 23:55:20,16.86,0.00,,,,
5496,06/07/2022 23:55:30,16.86,0.00,,,,
5497,06/07/2022 23:55:40,16.81,0.00,,,,
5498,06/07/2022 23:55:50,16.86,0.00,,,,
5499,06/07/2022 23:56:00,16.86,0.00,,,,
5500,06/07/2022 23:56:10,16.86,0.00,,,,
5501,06/07/2022 23:56:20,16.86,0.00,,,,
5502,06/07/2022 23:56:30,16.90,0.00,,,,
5503,06/07/2022 23:56:40,16.86,0.00,,,,
5504,06/07/2022 23:56:50,16.86,0.00,,,,
5505,06/07/2022 23:57:00,16.90,0.00,,,,
5506,06/07/2022 23:57:10,16.86,0.00,,,,
5507,06/07/2022 23:57:20,16.90,0.00,,,,
5508,06/07/2022 23:57:30,16.90,0.00,,,,
5509,06/07/2022 23:57:40,16.90,0.00,,,,
5510,06/07/2022 23:57:50,16.90,0.00,,,,
5511,06/07/2022 23:58:00,16.90,0.00,,,,
5512,06/07/2022 23:58:10,16.90,0.00,,,,
5513,06/07/2022 23:58:20,16.94,0.00,,,,
5514,06/07/2022 23:58:30,16.94,0.00,,,,
5515,06/07/2022 23:58:40,16.90,0.00,,,,
5516,06/07/2022 23:58:50,16.90,0.00,,,,
5517,06/07/2022 23:59:00,16.90,0.00,,,,
5518,06/07/2022 23:59:10,16.90,0.00,,,,
5519,06/07/2022 23:59:20,16.90,0.00,,,,
5520,06/07/2022 23:59:30,16.90,0.00,,,,
5521,06/07/2022 23:59:40,16.90,0.00,,,,
5522,06/07/2022 23:59:50,16.90,0.00,,,,
5523,06/08/2022 00:00:00,16.90,0.00,,,,
5524,06/08/2022 00:00:10,16.90,0.00,,,,
5525,06/08/2022 00:00:20,16.86,0.00,,,,
5526,06/08/2022 00:00:30,16.94,0.00,,,,
5527,06/08/2022 00:00:40,16.90,0.00,,,,
5528,06/08/2022 00:00:50,16.94,0.00,,,,
5529,06/08/2022 00:01:00,16.90,0.00,,,,
5530,06/08/2022 00:01:10,16.94,0.00,,,,
5531,06/08/2022 00:01:20,16.90,0.00,,,,
5532,06/08/2022 00:01:30,16.90,0.00,,,,
5533,06/08/2022 00:01:40,16.94,0.00,,,,
5534,06/08/2022 00:01:50,16.94,0.00,,,,
5535,06/08/2022 00:02:00,16.94,0.00,,,,
5536,06/08/2022 00:02:10,16.94,0.00,,,,
5537,06/08/2022 00:02:20,16.94,0.00,,,,
5538,06/08/2022 00:02:30,16.90,0.00,,,,
5539,06/08/2022 00:02:40,16.90,0.00,,,,
5540,06/08/2022 00:02:50,16.90,0.00,,,,
5541,06/08/2022 00:03:00,16.94,0.00,,,,
5542,06/08/2022 00:03:10,16.90,0.00,,,,
5543,06/08/2022 00:03:20,16.90,0.00,,,,
5544,06/08/2022 00:03:30,16.90,0.00,,,,
5545,06/08/2022 00:03:40,16.90,0.00,,,,
5546,06/08/2022 00:03:50,16.86,0.00,,,,
5547,06/08/2022 00:04:00,16.94,0.00,,,,
5548,06/08/2022 00:04:10,16.86,0.00,,,,
5549,06/08/2022 00:04:20,16.94,0.00,,,,
5550,06/08/2022 00:04:30,16.94,0.00,,,,
5551,06/08/2022 00:04:40,16.99,0.00,,,,
5552,06/08/2022 00:04:50,16.99,0.00,,,,
5553,06/08/2022 00:05:00,16.94,0.00,,,,
5554,06/08/2022 00:05:10,16.94,0.00,,,,
5555,06/08/2022 00:05:20,16.94,0.00,,,,
5556,06/08/2022 00:05:30,16.94,0.00,,,,
5557,06/08/2022 00:05:40,16.94,0.00,,,,
5558,06/08/2022 00:05:50,16.90,0.00,,,,
5559,06/08/2022 00:06:00,16.94,0.00,,,,
5560,06/08/2022 00:06:10,16.94,0.00,,,,
5561,06/08/2022 00:06:20,16.94,0.00,,,,
5562,06/08/2022 00:06:30,16.99,0.00,,,,
5563,06/08/2022 00:06:40,16.94,0.00,,,,
5564,06/08/2022 00:06:50,16.90,0.00,,,,
5565,06/08/2022 00:07:00,16.99,0.00,,,,
5566,06/08/2022 00:07:10,16.94,0.00,,,,
5567,06/08/2022 00:07:20,16.94,0.00,,,,
5568,06/08/2022 00:07:30,16.94,0.00,,,,
5569,06/08/2022 00:07:40,16.94,0.00,,,,
5570,06/08/2022 00:07:50,16.90,0.00,,,,
5571,06/08/2022 00:08:00,16.94,0.00,,,,
5572,06/08/2022 00:08:10,16.94,0.00,,,,
5573,06/08/2022 00:08:20,16.94,0.00,,,,
5574,06/08/2022 00:08:30,16.90,0.00,,,,
5575,06/08/2022 00:08:40,16.94,0.00,,,,
5576,06/08/2022 00:08:50,16.90,0.00,,,,
5577,06/08/2022 00:09:00,16.94,0.00,,,,
5578,06/08/2022 00:09:10,16.90,0.00,,,,
5579,06/08/2022 00:09:20,16.99,0.00,,,,
5580,06/08/2022 00:09:30,16.94,0.00,,,,
5581,06/08/2022 00:09:40,16.94,0.00,,,,
5582,06/08/2022 00:09:50,16.94,0.00,,,,
5583,06/08/2022 00:10:00,16.99,0.00,,,,
5584,06/08/2022 00:10:10,16.99,0.00,,,,
5585,06/08/2022 00:10:20,16.94,0.00,,,,
5586,06/08/2022 00:10:30,16.94,0.00,,,,
5587,06/08/2022 00:10:40,16.99,0.00,,,,
5588,06/08/2022 00:10:50,16.94,0.00,,,,
5589,06/08/2022 00:11:00,16.99,0.00,,,,
5590,06/08/2022 00:11:10,16.94,0.00,,,,
5591,06/08/2022 00:11:20,16.94,0.00,,,,
5592,06/08/2022 00:11:30,16.99,0.00,,,,
5593,06/08/2022 00:11:40,16.99,0.00,,,,
5594,06/08/2022 00:11:50,16.94,0.00,,,,
5595,06/08/2022 00:12:00,16.99,0.00,,,,
5596,06/08/2022 00:12:10,16.99,0.00,,,,
5597,06/08/2022 00:12:20,16.99,0.00,,,,
5598,06/08/2022 00:12:30,16.99,0.00,,,,
5599,06/08/2022 00:12:40,16.99,0.00,,,,
5600,06/08/2022 00:12:50,16.99,0.00,,,,
5601,06/08/2022 00:13:00,16.99,0.00,,,,
5602,06/08/2022 00:13:10,16.94,0.00,,,,
5603,06/08/2022 00:13:20,16.99,0.00,,,,
5604,06/08/2022 00:13:30,16.94,0.00,,,,
5605,06/08/2022 00:13:40,16.99,0.00,,,,
5606,06/08/2022 00:13:50,16.99,0.00,,,,
5607,06/08/2022 00:14:00,16.99,0.00,,,,
5608,06/08/2022 00:14:10,16.99,0.00,,,,
5609,06/08/2022 00:14:20,16.94,0.00,,,,
5610,06/08/2022 00:14:30,16.94,0.00,,,,
5611,06/08/2022 00:14:40,16.94,0.00,,,,
5612,06/08/2022 00:14:50,16.99,0.00,,,,
5613,06/08/2022 00:15:00,16.99,0.00,,,,
5614,06/08/2022 00:15:10,16.99,0.00,,,,
5615,06/08/2022 00:15:20,17.03,0.00,,,,
5616,06/08/2022 00:15:30,16.99,0.00,,,,
5617,06/08/2022 00:15:40,16.99,0.00,,,,
5618,06/08/2022 00:15:50,17.03,0.00,,,,
5619,06/08/2022 00:16:00,16.99,0.00,,,,
5620,06/08/2022 00:16:10,16.99,0.00,,,,
5621,06/08/2022 00:16:20,16.99,0.00,,,,
5622,06/08/2022 00:16:30,16.94,0.00,,,,
5623,06/08/2022 00:16:40,17.03,0.19,,,,
5624,06/08/2022 00:16:50,16.94,0.00,,,,
5625,06/08/2022 00:17:00,17.03,0.00,,,,
5626,06/08/2022 00:17:10,16.99,0.00,,,,
5627,06/08/2022 00:17:20,16.99,0.00,,,,
5628,06/08/2022 00:17:30,16.99,0.00,,,,
5629,06/08/2022 00:17:40,17.03,0.00,,,,
5630,06/08/2022 00:17:50,16.99,0.00,,,,
5631,06/08/2022 00:18:00,16.99,0.00,,,,
5632,06/08/2022 00:18:10,16.99,0.00,,,,
5633,06/08/2022 00:18:20,16.99,0.00,,,,
5634,06/08/2022 00:18:30,16.94,0.00,,,,
5635,06/08/2022 00:18:40,16.99,0.00,,,,
5636,06/08/2022 00:18:50,16.99,0.00,,,,
5637,06/08/2022 00:19:00,17.07,0.00,,,,
